retailer_code,SKU,barcode,available_stock,direct_url,country_id
1234,,2500000414114,2,https://www.ruitersport-levade.nl/product/kentucky-saddle-pad-classic-dressage/?attribute_pa_kleur=klowie-dd5e24415dde5e4bd641afde9a397d58beefa71d&attribute_pa_maat=klowie-10b28a8c1e445017f5c61e4266d4b7ad9e9a3748,528
1234,,2500000414121,3,https://www.ruitersport-levade.nl/product/kentucky-saddle-pad-classic-dressage/?attribute_pa_kleur=klowie-360e674001116a0f1be3705c65a72906bcf6bf88&attribute_pa_maat=klowie-10b28a8c1e445017f5c61e4266d4b7ad9e9a3748,528
1234,,5407008893606,2,https://www.ruitersport-levade.nl/product/kentucky-saddle-pad-classic-dressage/?attribute_pa_kleur=klowie-cbfb3cb785c436531a6c26daf568a1c8b49fba71&attribute_pa_maat=klowie-10b28a8c1e445017f5c61e4266d4b7ad9e9a3748,528
1234,,5407008893583,1,https://www.ruitersport-levade.nl/product/kentucky-saddle-pad-classic-dressage/?attribute_pa_kleur=klowie-fa489e17071fe4ad847c2b6ce0bae84aec63c208&attribute_pa_maat=klowie-10b28a8c1e445017f5c61e4266d4b7ad9e9a3748,528
1234,,5407008893590,2,https://www.ruitersport-levade.nl/product/kentucky-saddle-pad-classic-dressage/?attribute_pa_kleur=klowie-dd5e24415dde5e4bd641afde9a397d58beefa71d&attribute_pa_maat=klowie-10b28a8c1e445017f5c61e4266d4b7ad9e9a3748,528
1234,,5407008893576,3,https://www.ruitersport-levade.nl/product/kentucky-saddle-pad-classic-dressage/?attribute_pa_kleur=klowie-360e674001116a0f1be3705c65a72906bcf6bf88&attribute_pa_maat=klowie-10b28a8c1e445017f5c61e4266d4b7ad9e9a3748,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-neck-all-weather-hurricane-0gr/,528
1234,,2500000411885,,https://www.ruitersport-levade.nl/product/kentucky-neck-all-weather-hurricane-0gr/?attribute_pa_kleur=klowie-0229e960cf4cd5f02b4ed9299c09b7880b2ffdaf&attribute_pa_maat=klowie-c63ae6dd4fc9f9dda66970e827d13f7c73fe841c,528
1234,,5407008891190,1,https://www.ruitersport-levade.nl/product/kentucky-neck-all-weather-hurricane-0gr/?attribute_pa_kleur=klowie-0229e960cf4cd5f02b4ed9299c09b7880b2ffdaf&attribute_pa_maat=klowie-d160e0986aca4714714a16f29ec605af90be704d,528
1234,,2500000411908,,https://www.ruitersport-levade.nl/product/kentucky-neck-all-weather-hurricane-0gr/?attribute_pa_kleur=klowie-0229e960cf4cd5f02b4ed9299c09b7880b2ffdaf&attribute_pa_maat=klowie-a2f9d0d16d02a20ef369e6029d9e5929c3d70d3e,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-turnout-all-weather-hurricane-0-gr/,528
1234,,5407007539789,,https://www.ruitersport-levade.nl/product/kentucky-turnout-all-weather-hurricane-0-gr/?attribute_pa_kleur=klowie-0229e960cf4cd5f02b4ed9299c09b7880b2ffdaf&attribute_pa_maat=klowie-2159a29c32f14c7ffd92d92af4310070aef0622f,528
1234,,2500000414824,0,https://www.ruitersport-levade.nl/product/kentucky-turnout-all-weather-hurricane-0-gr/?attribute_pa_kleur=klowie-0229e960cf4cd5f02b4ed9299c09b7880b2ffdaf&attribute_pa_maat=klowie-75c41cf137a9a31823a6e465d81658ce9077457c,528
1234,,5407008893620,2,https://www.ruitersport-levade.nl/product/kentucky-saddle-pad-classic-dressage/?attribute_pa_kleur=klowie-ec7cf4a15e9610978d0bf9ff93be45c7dda6d5c8&attribute_pa_maat=klowie-10b28a8c1e445017f5c61e4266d4b7ad9e9a3748,528
1234,,5407008893613,3,https://www.ruitersport-levade.nl/product/kentucky-saddle-pad-classic-dressage/?attribute_pa_kleur=klowie-0229e960cf4cd5f02b4ed9299c09b7880b2ffdaf&attribute_pa_maat=klowie-10b28a8c1e445017f5c61e4266d4b7ad9e9a3748,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-waterproof-combo-fly-rug-classic/,528
